HS8,Description,Base,Category,HS4,HS6,Cat
84362910,BEBEDEROS AUTOMATICOS,0.0,G,'8436,'843629,G
84362990,LOS DEMAS,0.0,G,'8436,'843629,G
84368010,BEBEDEROS AUTOMATICOS,0.0,G,'8436,'843680,G
84368090,LOS DEMAS,0.0,G,'8436,'843680,G
84369100,DE MAQUINAS O APARATOS PARA LA AVICULTURA,0.0,G,'8436,'843691,G
84369900,LAS DEMAS,0.0,G,'8436,'843699,G
84371010,CLASIFICADORAS DE CAFE,0.0,G,'8437,'843710,G
84371090,LAS DEMAS,0.0,G,'8437,'843710,G
84378011,DE CEREALES,0.0,G,'8437,'843780,G
84378019,LAS DEMAS,0.0,G,'8437,'843780,G
84378091,PARA TRATAMIENTO DE ARROZ,0.0,G,'8437,'843780,G
84378099,LOS DEMAS,0.0,G,'8437,'843780,G
84379000,PARTES,0.0,G,'8437,'843790,G
84381010,PARA PANADERIA; PASTELERIA O GALLETERIA,3.0,A,'8438,'843810,A
84381020,PARA LA FABRICACION DE PASTAS ALIMENTICIAS,3.0,A,'8438,'843810,A
84382010,PARA CONFITERIA,3.0,A,'8438,'843820,A
84382020,PARA LA ELABORACION DEL CACAO O FABRICACIONDE CHOC OLATE,3.0,A,'8438,'843820,A
84383010,PARA TRATAMIENTO DE JUGOS DE CA¥A O REMOLACHA AZUCARERAS,0.0,G,'8438,'843830,G
84383020,PARA REFINADO DE AZUCAR,0.0,G,'8438,'843830,G
84383090,LOS DEMAS,0.0,G,'8438,'843830,G
84384000,MAQUINAS Y APARATOS PARA LA INDUSTRIA CERVECERA,3.0,A,'8438,'843840,A
84385000,MAQUINAS Y APARATOS PARA LA PREPARACION DE CARNE,0.0,G,'8438,'843850,G
84386000,"MAQUINAS Y APARATOS PARA LA PREPARACION DE FRUTOS U HORTALIZAS (INCLUSO ""SILVESTRES"")",0.0,G,'8438,'843860,G
84388010,DESCASCARILLADORAS Y DESPULPADORAS DE CAFE,0.0,G,'8438,'843880,G
84388020,MAQUINAS O APARATOS PARA LA PREPARACION DE PESCADO O DE CRUSTACEOS; MOLUSCOS Y DEMAS INVERTEBRADOS ACUATICOS,0.0,G,'8438,'843880,G
84388090,LAS DEMAS,0.0,G,'8438,'843880,G
84389010,DE APARATOS PARA EL TRATAMIENTO DE LOS JUGOS AZUCARADOS DE CA¥A O REMOLACHA AZUCARERAS.,0.0,G,'8438,'843890,G
84389020,DE MAQUINAS Y APARATOS PARA PANADERIA; PASTELERIA O GALLETERIA,0.0,G,'8438,'843890,G
84389090,LAS DEMAS,0.0,G,'8438,'843890,G
84391000,MAQUINAS Y APARATOS PARA LA FABRICACION DE PASTA DE MATERIAS FIBROSAS CELULOSICAS,3.0,A,'8439,'843910,A
84392000,MAQUINAS Y APARATOS PARA LA FABRICACION DE PAPEL O CARTON,3.0,A,'8439,'843920,A
84393000,MAQUINAS Y APARATOS PARA EL ACABADO DE PAPEL O CARTON,3.0,A,'8439,'843930,A
84399100,DE MAQUINAS O APARATOS PARA LA FABRICACION DE PAST A DE MATERIAS FIBROSAS CELULOSICAS,3.0,A,'8439,'843991,A
84399900,LAS DEMAS,3.0,A,'8439,'843999,A
84401000,MAQUINAS Y APARATOS,0.0,G,'8440,'844010,G
84409000,PARTES,0.0,G,'8440,'844090,G
84411000,CORTADORAS,0.0,G,'8441,'844110,G
84412000,MAQUINAS PARA LA FABRICACION DE SACOS (BOLSAS); BO LSITAS O SOBRES,0.0,G,'8441,'844120,G
84413000,MAQUINAS PARA LA FABRICACION DE CAJAS; TUBOS; TAMBORES O CONTINENTES SIMILARES; EXCEPTO POR MOLDEADO,3.0,A,'8441,'844130,A
84414000,MAQUINAS PARA MOLDEAR ARTICULOS DE PASTA DE PAPEL; DE PAPEL O CARTON,0.0,G,'8441,'844140,G
84418000,LAS DEMAS MAQUINAS Y APARATOS,3.0,A,'8441,'844180,A
84419010,DE CORTADORAS,0.0,G,'8441,'844190,G
84419090,LAS DEMAS,0.0,G,'8441,'844190,G
84421000,MAQUINAS PARA COMPONER POR PROCEDIMIENTO FOTOGRAFI CO,0.0,G,'8442,'844210,G
84422000,MAQUINAS; APARATOS Y MATERIAL PARA COMPONER CARACT ERES POR OTROS PROCEDIMIENTOS; INCLUSO CON DISPOSITIVOS PARA FUNDIR,0.0,G,'8442,'844220,G
84423000,LAS DEMAS MAQUINAS; APARATOS Y MATERIAL,0.0,G,'8442,'844230,G
84424000,PARTES DE ESTAS MAQUINAS; APARATOS O MATERIAL,0.0,G,'8442,'844240,G
84425010,PLANCHAS PARA IMPRESION OFFSET,0.0,G,'8442,'844250,G
84425090,LOS DEMAS,0.0,G,'8442,'844250,G
84431100,ALIMENTADOS CON BOBINAS,0.0,G,'8443,'844311,G
84431200,ALIMENTADOS CON HOJAS DE FORMATO INFERIOR O IGUAL A 22 CM X 36 CM (OFFSET DE OFICINA),0.0,G,'8443,'844312,G
84431900,LOS DEMAS.,0.0,G,'8443,'844319,G
84432100,ALIMENTADOS CON BOBINAS,0.0,G,'8443,'844321,G
84432900,LOS DEMAS,0.0,G,'8443,'844329,G
84433000,MAQUINAS Y APARATOS PARA IMPRIMIR; FLEXOGRAFICOS,0.0,G,'8443,'844330,G
84434000,MAQUINAS Y APARATOS PARA IMPRIMIR; HELIOGRAFICOS ( HUECOGRABADO),0.0,G,'8443,'844340,G
84435100,MAQUINAS PARA IMPRIMIR POR CHORRO DE TINTA,0.0,G,'8443,'844351,G
84435910,DE ESTAMPAR,0.0,G,'8443,'844359,G
84435990,LOS DEMAS,0.0,G,'8443,'844359,G
84436000,MAQUINAS AUXILIARES,0.0,G,'8443,'844360,G
84439000,PARTES,0.0,G,'8443,'844390,G
84440010,MAQUINA PARA EXTRUDIR,0.0,G,'8444,'844400,G
84440090,LAS DEMAS,0.0,G,'8444,'844400,G
84451100,CARDAS,0.0,G,'8445,'844511,G
84451200,PEINADORAS,0.0,G,'8445,'844512,G
84451300,MECHERAS,0.0,G,'8445,'844513,G
84451910,DESMOTADORAS DE ALGODON,0.0,G,'8445,'844519,G
84451990,LAS DEMAS,0.0,G,'8445,'844519,G
84452000,MAQUINAS PARA HILAR MATERIA TEXTIL,0.0,G,'8445,'844520,G
84453000,MAQUINAS PARA DOBLAR O RETORCER MATERIA TEXTIL,0.0,G,'8445,'844530,G
84454000,MAQUINAS PARA BOBINAR (INCLUIDAS LAS CANILLERAS) O DEVANAR MATERIA TEXTIL,0.0,G,'8445,'844540,G
84459000,LOS DEMAS,0.0,G,'8445,'844590,G
84461000,PARA TEJIDOS DE ANCHURA INFERIOR O IGUAL A 30 CM.,0.0,G,'8446,'844610,G
84462100,DE MOTOR,0.0,G,'8446,'844621,G
84462900,LOS DEMAS,0.0,G,'8446,'844629,G
84463000,PARA TEJIDOS DE ANCHURA SUPERIOR A 30 CM; SIN LANZADERA,0.0,G,'8446,'844630,G
84471100,CON CILINDRO DE DIAMETRO INFERIOR O IGUAL A 5 MM,0.0,G,'8447,'844711,G
84471200,CON CILINDRO DE DIAMETRO SUPERIOR A 5 MM,0.0,G,'8447,'844712,G
84472010,MAQUINAS RECTILINEAS DE TRICOTAR; DE USO DOMESTICOS,0.0,G,'8447,'844720,G
84472020,LAS DEMAS MAQUINAS RECTILINEAS DE TRICOTAR,0.0,G,'8447,'844720,G
84472030,MAQUINAS DE COSER POR CADENETA,0.0,G,'8447,'844720,G
84479000,LAS DEMAS,0.0,G,'8447,'844790,G
84481100,MAQUINITAS PARA LIZOS Y MECANISMOS JACQUARD; REDUCTORAS; PERFORADORAS Y COPIADORAS DE CARTONES; MAQUINAS PARA UNIR CARTONES DESPUES DEPERFORADOS,3.0,A,'8448,'844811,A
84481900,LOS DEMAS,3.0,A,'8448,'844819,A
84482000,PARTES Y ACCESORIOS DE LAS MAQUINAS DE LA PARTIDA NO 84.44 O DE SUS MAQUINAS O APARATOS AUXILIARES,3.0,A,'8448,'844820,A
84483100,GUARNICIONES DE CARDAS,3.0,A,'8448,'844831,A
84483210,DE DESMOTADORAS DE ALGODON,3.0,A,'8448,'844832,A
84483290,LAS DEMAS,3.0,A,'8448,'844832,A
84483300,HUSOS Y SUS ALETAS; ANILLOS Y CURSORES,3.0,A,'8448,'844833,A
84483900,LOS DEMAS.,3.0,A,'8448,'844839,A
84484100,LANZADERAS,3.0,A,'8448,'844841,A
84484200,PEINES; LIZOS Y CUADROS DE LIZOS,3.0,A,'8448,'844842,A
84484900,LOS DEMAS.,3.0,A,'8448,'844849,A
84485100,PLATINAS; AGUJAS Y DEMAS ARTICULOS QUE PARTICIPEN EN LA FORMACION DE MALLAS,3.0,A,'8448,'844851,A
84485900,LOS DEMAS,3.0,A,'8448,'844859,A
84490010,MAQUINAS Y APARATOS,3.0,A,'8449,'844900,A
84490020,HORMAS DE SOMBRERIA,3.0,A,'8449,'844900,A
84490090,PARTES,3.0,A,'8449,'844900,A
84501100,MAQUINAS TOTALMENTE AUTOMATICAS,20.0,A,'8450,'845011,A
84501200,LAS DEMAS MAQUINAS CON SECADORA CENTRIFUGA INCORPORADA,20.0,A,'8450,'845012,A
84501900,LOS DEMAS,20.0,A,'8450,'845019,A
84502000,MAQUINAS DE CAPACIDAD UNITARIA; EXPRESADA EN PESO DE ROPA SECA; SUPERIOR A10 KG,3.0,A,'8450,'845020,A
84509010,PARA LAS MAQUINAS DE LAS SUBPARTIDAS NOS 8450.11.0 0 Y 8450.12.00,14.0,C,'8450,'845090,C
84509090,LAS DEMAS,3.0,B,'8450,'845090,B
84511000,MAQUINAS PARA LIMPIEZA EN SECO.,0.0,G,'8451,'845110,G
84512100,DE CAPACIDAD UNITARIA; EXPRESADA EN PESO DE ROPA S ECA; INFERIOR O IGUAL A 10KG,20.0,A,'8451,'845121,A
84512900,LAS DEMAS,0.0,G,'8451,'845129,G
84513000,MAQUINAS Y PRENSAS PARA PLANCHAR; INCLUIDAS LAS PR ENSAS PARA FIJAR,0.0,G,'8451,'845130,G
84514000,MAQUINAS PARA LAVAR; BLANQUEAR O TE¥IR,0.0,G,'8451,'845140,G
84515000,MAQUINAS PARA ENROLLAR; DESENROLLAR; PLEGAR; CORTAR O DENTAR TELAS,0.0,G,'8451,'845150,G
84518010,PARA APRESTAR O ACABAR,0.0,G,'8451,'845180,G
84518090,LAS DEMAS,0.0,G,'8451,'845180,G
84519010,DE MAQUINAS Y APARATOS DE LA SUBPARTIDA NO 8451.21 .00,14.0,C,'8451,'845190,C
84519090,LAS DEMAS,0.0,G,'8451,'845190,G
84521010,ELECTRICAS; INCLUSO ELECTRONICAS,0.0,G,'8452,'845210,G
84521090,LAS DEMAS.,0.0,G,'8452,'845210,G
84522100,UNIDADES AUTOMATICAS,0.0,G,'8452,'845221,G
84522910,ESPECIALMENTE CONCEBIDAS PARA COSER CUERO,0.0,G,'8452,'845229,G
84522990,LAS DEMAS,0.0,G,'8452,'845229,G
84523000,AGUJAS PARA MAQUINAS DE COSER,0.0,G,'8452,'845230,G
84524000,MUEBLES; BASAMENTOS Y TAPAS O CUBIERTAS PARA MAQUINAS DE COSER; Y SUS PARTES,0.0,G,'8452,'845240,G
84529000,LAS DEMAS PARTES PARA MAQUINAS DE COSER,0.0,G,'8452,'845290,G
84531000,MAQUINAS Y APARATOS PARA LA PREPARACION; CURTIDO O TRABAJO DE CUERO O PIEL,3.0,A,'8453,'845310,A
84532000,MAQUINAS Y APARATOS PARA LA FABRICACION O REPARACION DE CALZADO,3.0,A,'8453,'845320,A
84538000,LAS DEMAS MAQUINAS Y APARATOS,3.0,A,'8453,'845380,A
84539000,PARTES,3.0,A,'8453,'845390,A
84541000,CONVERTIDORES,3.0,A,'8454,'845410,A
84542000,LINGOTERAS Y CUCHARAS DE COLADA,3.0,A,'8454,'845420,A
84543000,MAQUINAS DE COLAR (MOLDEAR),3.0,A,'8454,'845430,A
84549000,PARTES,3.0,A,'8454,'845490,A
84551000,LAMINADORES DE TUBOS LOS DEMAS LAMINADORES:,3.0,A,'8455,'845510,A
84552100,PARA LAMINAR EN CALIENTE O COMBINADOS PARA LAMINAR EN CALIENTE Y EN FRIO,3.0,A,'8455,'845521,A
84552200,PARA LAMINAR EN FRIO,3.0,A,'8455,'845522,A
84553000,CILINDROS DE LAMINADORES,3.0,A,'8455,'845530,A
84559000,LAS DEMAS PARTES,3.0,A,'8455,'845590,A
84561000,QUE OPEREN MEDIANTE LASER U OTROS HACES DE LUZ O DE FOTONES,3.0,A,'8456,'845610,A
84562000,QUE OPEREN POR ULTRASONIDO,3.0,A,'8456,'845620,A
84563000,QUE OPEREN POR ELECTROEROSION.,3.0,A,'8456,'845630,A
84569100,PARA GRABAR EN SECO ESQUEMAS (TRAZAS) SOBRE MATERIAL SEMICONDUCTOR,3.0,A,'8456,'845691,A
84569900,LAS DEMAS,3.0,A,'8456,'845699,A
84571000,CENTROS DE MECANIZADO,3.0,A,'8457,'845710,A
84572000,MAQUINAS DE PUESTO FIJO,3.0,A,'8457,'845720,A
84573000,MAQUINAS DE PUESTOS MULTIPLES,3.0,A,'8457,'845730,A
84581100,DE CONTROL NUMERICO,3.0,A,'8458,'845811,A
84581900,LOS DEMAS,3.0,A,'8458,'845819,A
84589100,DE CONTROL NUMERICO,3.0,A,'8458,'845891,A
84589900,LOS DEMAS,3.0,A,'8458,'845899,A
84591000,UNIDADES DE MECANIZADO DE CORREDERAS.,3.0,A,'8459,'845910,A
84592100,DE CONTROL NUMERICO,3.0,A,'8459,'845921,A
84592900,LAS DEMAS.,3.0,A,'8459,'845929,A
84593100,DE CONTROL NUMERICO,3.0,A,'8459,'845931,A
84593900,LAS DEMAS,3.0,A,'8459,'845939,A
84594000,LAS DEMAS,3.0,A,'8459,'845940,A
84595100,DE CONTROL NUMERICO,3.0,A,'8459,'845951,A
84595900,LAS DEMAS,3.0,A,'8459,'845959,A
84596100,DE CONTROL NUMERICO,3.0,A,'8459,'845961,A
84596900,LAS DEMAS,3.0,A,'8459,'845969,A
84597000,LAS DEMAS MAQUINAS DE ROSCAR (INCLUSO ATERRAJAR),3.0,A,'8459,'845970,A
84601100,DE CONTROL NUMERICO,3.0,A,'8460,'846011,A
84601900,LAS DEMAS,3.0,A,'8460,'846019,A
84602100,DE CONTROL NUMERICO,3.0,A,'8460,'846021,A
84602900,LAS DEMAS,3.0,A,'8460,'846029,A
84603100,DE CONTROL NUMERICO,3.0,A,'8460,'846031,A
84603900,LAS DEMAS,3.0,A,'8460,'846039,A
84604000,MAQUINAS DE LAPEAR (BRU¥IR),3.0,A,'8460,'846040,A
84609010,RECTIFICADORES,3.0,A,'8460,'846090,A
84609090,LAS DEMAS,3.0,A,'8460,'846090,A
84612000,MAQUINAS DE LIMAR O MORTAJAR,3.0,A,'8461,'846120,A
84613000,MAQUINAS DE BROCHAR,3.0,A,'8461,'846130,A
84614000,MAQUINAS DE TALLAR O ACABAR ENGRANAJES,3.0,A,'8461,'846140,A
84615000,MAQUINAS DE ASERRAR O TROCEAR,3.0,A,'8461,'846150,A
84619000,LAS DEMAS,3.0,A,'8461,'846190,A
84621000,MAQUINAS (INCLUIDAS LAS PRENSAS) DE FORJAR O ESTAMPAR; MARTILLOS PILON Y OTRAS MAQUINAS DE MARTILLAR,3.0,A,'8462,'846210,A
84622100,DE CONTROL NUMERICO,3.0,A,'8462,'846221,A
84622900,LAS DEMAS,3.0,A,'8462,'846229,A
84623100,DE CONTROL NUMERICO,3.0,A,'8462,'846231,A
84623900,LAS DEMAS,3.0,A,'8462,'846239,A
84624100,DE CONTROL NUMERICO,3.0,A,'8462,'846241,A
84624900,LAS DEMAS,3.0,A,'8462,'846249,A
84629100,PRENSAS HIDRAULICAS,3.0,A,'8462,'846291,A
84629910,PRENSAS,3.0,A,'8462,'846299,A
84629990,LAS DEMAS,3.0,A,'8462,'846299,A
84631010,DE TREFILAR,3.0,A,'8463,'846310,A
84631090,LAS DEMAS,3.0,A,'8463,'846310,A
84632000,MAQUINAS LAMINADORAS DE HACER ROSCAS,3.0,A,'8463,'846320,A
84633000,MAQUINAS PARA TRABAJAR ALAMBRE,3.0,A,'8463,'846330,A
84639010,PARA FABRICAR TUBOS FLEXIBLES,3.0,A,'8463,'846390,A
84639090,LAS DEMAS,3.0,A,'8463,'846390,A
84641000,MAQUINAS DE ASERRAR,3.0,A,'8464,'846410,A
84642010,VIDRIO EN FRIO,3.0,A,'8464,'846420,A
84642090,LAS DEMAS,3.0,A,'8464,'846420,A
84649000,LAS DEMAS,3.0,A,'8464,'846490,A
84651000,MAQUINAS QUE EFECTUEN DISTINTAS OPERACIONES DE MECANIZADO SIN CAMBIO DEUTIL ENTRE DICHAS OPERACIONES,3.0,A,'8465,'846510,A
84659100,MAQUINAS DE ASERRAR,3.0,A,'8465,'846591,A
84659200,MAQUINAS DE CEPILLAR; MAQUINAS DE FRESAR O MOLDURAR,3.0,A,'8465,'846592,A
84659300,MAQUINAS DE AMOLAR; LIJAR O PULIR,3.0,A,'8465,'846593,A
84659400,MAQUINAS DE CURVAR O ENSAMBLAR,3.0,A,'8465,'846594,A
84659500,MAQUINAS DE TALADRAR O MORTAJAR,3.0,A,'8465,'846595,A
84659600,MAQUINAS DE HENDIR; REBANAR O DESENROLLAR,3.0,A,'8465,'846596,A
84659910,PARA TRABAJAR MIMBRE; JUNCO; RATAN (ROTEN),3.0,A,'8465,'846599,A
84659920,TORNOS,3.0,A,'8465,'846599,A
84659990,LAS DEMAS,3.0,A,'8465,'846599,A
84661000,PORTAUTILES Y DISPOSITIVOS DE ROSCAR DE APERTURA AUTOMATICA,3.0,A,'8466,'846610,A
84662000,PORTAPIEZAS,3.0,A,'8466,'846620,A
84663000,DIVISORES Y DEMAS DISPOSITIVOS ESPECIALES PARA MON TAR EN MAQUINAS HERRAMIENTA,3.0,A,'8466,'846630,A
84669100,PARA MAQUINAS DE LA PARTIDA NO 84.64,3.0,A,'8466,'846691,A
84669200,PARA MAQUINAS DE LA PARTIDA NO 84.65,3.0,A,'8466,'846692,A
84669300,PARA MAQUINAS DE LAS PARTIDAS NOS 84.56 A 84.61,3.0,A,'8466,'846693,A
84669400,PARA MAQUINAS DE LAS PARTIDAS NOS 84.62 U 84.63,3.0,A,'8466,'846694,A
84671110,TALADRADORAS; PERFORADORAS Y SIMILARES,3.0,A,'8467,'846711,A
84671120,PARA PONER Y QUITAR TORNILLOS; PERNOS Y TUERCAS,3.0,A,'8467,'846711,A
84671190,LAS DEMAS,3.0,A,'8467,'846711,A
84671930,COMPACTADORES Y APISONADORES,3.0,A,'8467,'846719,A
84671940,VIBRADORAS DE HORMIGON,3.0,A,'8467,'846719,A
84671990,LAS DEMAS,3.0,A,'8467,'846719,A
84672100,- - TALADROS DE TODO TIPO,3.0,A,'8467,'846721,A
84672200,- - SIERRAS,3.0,A,'8467,'846722,A
84672900,- - LOS DEMÁS,3.0,A,'8467,'846729,A
84678100,SIERRAS O TRONZADORAS; DE CADENA,3.0,A,'8467,'846781,A
84678910,SIERRAS Y TRONZADORAS; EXCEPTO DE CADENA,3.0,A,'8467,'846789,A
84678990,LAS DEMAS,3.0,A,'8467,'846789,A
84679100,DE SIERRAS O TRONZADORAS; DE CADENA,3.0,A,'8467,'846791,A
84679200,DE HERRAMIENTAS NEUMATICAS,3.0,A,'8467,'846792,A
84679900,LAS DEMAS,3.0,A,'8467,'846799,A
84681000,SOPLETES MANUALES,3.0,A,'8468,'846810,A
84682011,MATERIAS TERMOPLASTICAS,3.0,A,'8468,'846820,A
84682019,LOS DEMAS,3.0,A,'8468,'846820,A
84682090,LOS DEMAS,3.0,A,'8468,'846820,A
84688000,LAS DEMAS MAQUINAS Y APARATOS,3.0,A,'8468,'846880,A
84689000,PARTES,3.0,A,'8468,'846890,A
84691100,MAQUINAS PARA TRATAMIENTO O PROCESAMIENTO DE TEXTO S,3.0,A,'8469,'846911,A
84691200,MAQUINAS DE ESCRIBIR AUTOMATICAS,3.0,A,'8469,'846912,A
84692000,LAS DEMAS MAQUINAS DE ESCRIBIR; ELECTRICAS,3.0,A,'8469,'846920,A
84693000,LAS DEMAS MAQUINAS DE ESCRIBIR; QUE NO SEAN ELECTR ICAS,3.0,A,'8469,'846930,A
84701000,CALCULADORAS ELECTRONICAS QUE PUEDAN FUNCIONAR SIN FUENTE DE ENERGIA ELECTRICA EXTERIOR Y MAQUINAS DE BOLSILLO REGISTRADORAS; REPRODUCTORAS Y VISUALIZADORAS DE DATOS; CON FUNCION DE CALCULO.,14.0,A,'8470,'847010,A
84702100,CON DISPOSITIVO DE IMPRESION INCORPORADO,3.0,A,'8470,'847021,A
84702900,LAS DEMAS,3.0,A,'8470,'847029,A
84703000,LAS DEMAS MAQUINAS DE CALCULAR,3.0,A,'8470,'847030,A
84704000,MAQUINAS DE CONTABILIDAD,3.0,A,'8470,'847040,A
84705000,CAJAS REGISTRADORAS,3.0,A,'8470,'847050,A
84709020,DE EXPEDIR BOLETOS,3.0,A,'8470,'847090,A
84709010,DE FRANQUEAR,3.0,A,'8470,'847090,A
84709090,LAS DEMAS,3.0,A,'8470,'847090,A
84711000,MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS; ANALOGICASO HIBRIDAS MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS;,0.0,G,'8471,'847110,G
84713000,DIGITALES; PORTATILES; DE PESO INFERIOR O IGUAL A 10 KG; QUE ESTEN CONSTITUIDAS; AL MENOS; POR UNA UNIDAD CENTRAL DE PROCESO; UN TECLADO Y UN VISUALIZADOR.,0.0,G,'8471,'847130,G
84714100,QUE INCLUYAN EN LA MISMA ENVOLTURA; AL MENOS; UNA UNIDAD CENTRAL DE PROCESO Y; AUNQUE ESTEN COMBINADAS; UNA UNIDAD DE ENTRADA Y UNA DE SALIDA.,0.0,G,'8471,'847141,G
84714900,LAS DEMAS PRESENTADAS EN FORMA DE SISTEMAS UNIDADES DE PROCESO DIGITALES; EXCEPTO LAS DE LAS SUBPARTIDAS NOS,0.0,G,'8471,'847149,G
84715000,8471.41.00 Y 8471.49.00; AUNQUE IN CLUYAN EN LA MISMA ENVOLTURA UNO O DOSDE LOS TIPOS SIGUIENTES DE UNIDADES: UNIDAD DE MEMORIA; UNIDAD DE ENTRADA Y UNIDAD DE SALIDA.,0.0,G,'8471,'847150,G
84716010,IMPRESORAS,0.0,G,'8471,'847160,G
84716020,TECLADOS; DISPOSITIVOS POR COORDENADAS XY (POR EJE MPLO RATONES),0.0,G,'8471,'847160,G
84716030,PANTALLAS VISUALIZADORAS,0.0,G,'8471,'847160,G
84716090,LAS DEMAS,0.0,G,'8471,'847160,G
84717010,DE MEMORIA CENTRAL (DE DISCO DURO Y SIMILARES),0.0,G,'8471,'847170,G
84717090,LAS DEMAS,0.0,G,'8471,'847170,G
84718000,LAS DEMAS UNIDADES DE MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS,0.0,G,'8471,'847180,G
84719000,LOS DEMAS,0.0,G,'8471,'847190,G
84721000,COPIADORAS; INCLUIDOS LOS MIMEOGRAFOS,3.0,A,'8472,'847210,A
84722000,MAQUINAS DE IMPRIMIR DIRECCIONES O ESTAMPAR PLACAS DE DIRECCIONES MAQUINAS DE CLASIFICAR; PLEGAR; METER EN SOBRES O COLOCAR EN FAJAS;,3.0,A,'8472,'847220,A
84723000,CORRESPONDENCIA; MAQUINAS DE ABR IR; CERRAR O PRECINTAR CORRESPONDENCIA Y MAQUINAS DE COLOCAR U OBLITERAR SELLOS (ESTAMPILLAS).,3.0,A,'8472,'847230,A
84729010,MAQUINAS DE CLASIFICAR O CONTAR MONEDAS O BILLETES DE BANCO,3.0,A,'8472,'847290,A
84729020,DISTRIBUIDORES AUTOMATICOS DE BILLETES DE BANCO,3.0,A,'8472,'847290,A
84729030,GRAPADORAS Y PERFORADORAS; EXCEPTO LAS INCLUIDAS E N LAS PARTIDAS,8.0,A,'8472,'847290,A
84729040,MAQUINAS DE AFILAR LAPICES (SACAPUNTAS MECANICOS),8.0,A,'8472,'847290,A
84729090,LOS DEMAS,8.0,A,'8472,'847290,A
84731000,PARTES Y ACCESORIOS DE MAQUINAS DE LA PARTIDA NO 8 4.69.,3.0,A,'8473,'847310,A
84732100,DE MAQUINAS DE CALCULAR ELECTRONICAS DE LAS SUBPARTIDAS NOS 8470.10;,0.0,G,'8473,'847321,G
84732900,LOS DEMAS,3.0,A,'8473,'847329,A
84733000,PARTES Y ACCESORIOS DE MAQUINAS DE LA PARTIDA NO 8 4.71,0.0,G,'8473,'847330,G
84734000,PARTES Y ACCESORIOS DE MAQUINAS DE LA PARTIDA NO 8 4.72,3.0,A,'8473,'847340,A
84735000,PARTES Y ACCESORIOS QUE PUEDAN UTILIZARSE INDISTINTAMENTE CON MAQUINAS O APARATOS DE VARIAS DE LAS PARTIDAS NOS 84.69 A 84.72,3.0,A,'8473,'847350,A
84741000,MAQUINAS Y APARATOS DE CLASIFICAR; CRIBAR; SEPARAR O LAVAR,3.0,A,'8474,'847410,A
84742000,MAQUINAS Y APARATOS DE QUEBRANTAR; TRITURAR O PULVERIZAR.,3.0,A,'8474,'847420,A
84743100,HORMIGONERAS Y APARATOS DE AMASAR MORTERO,3.0,A,'8474,'847431,A
84743200,MAQUINAS DE MEZCLAR MATERIA MINERAL CON ASFALTO,3.0,A,'8474,'847432,A
84743910,ESPECIALES PARA LA INDUSTRIA CERAMICA,3.0,A,'8474,'847439,A
84743990,LOS DEMAS,3.0,A,'8474,'847439,A
84748010,MAQUINAS Y APARATOS PARA AGLOMERAR; FORMAR O MOLDE ARPASTAS CERAMICAS,3.0,A,'8474,'847480,A
84748020,PARA MOLDEAR ELEMENTOS PREFABRICADOS DE CEMENTO U HORMIGON,3.0,A,'8474,'847480,A
84748090,LOS DEMAS,3.0,A,'8474,'847480,A
84749000,PARTES,3.0,A,'8474,'847490,A
84751000,MAQUINAS PARA MONTAR LAMPARAS; TUBOS O VALVULAS EL ECTRICOS O ELECTRONICOS O LAMPARAS DE DESTELLO; QUE TENGAN ENVOLTURA DE VIDRIO.,3.0,A,'8475,'847510,A
84752100,MAQUINAS PARA FABRICAR FIBRAS OPTICAS Y SUS ESBOZOS,3.0,A,'8475,'847521,A
84752900,LAS DEMAS,3.0,A,'8475,'847529,A
84759000,PARTES,3.0,A,'8475,'847590,A
84762100,CON DISPOSITIVO DE CALENTAMIENTO O REFRIGERACION; INCORPORADO,3.0,A,'8476,'847621,A
84762900,LAS DEMAS,3.0,A,'8476,'847629,A
84768100,CON DISPOSITIVO DE CALENTAMIENTO O REFRIGERACION; INCORPORADO,3.0,A,'8476,'847681,A
84768910,MAQUINAS AUTOMATICAS PARA LA VENTA DE CIGARRILLOS,3.0,A,'8476,'847689,A
84768990,LAS DEMAS,3.0,A,'8476,'847689,A
84769000,PARTES,3.0,A,'8476,'847690,A
84771000,MAQUINAS DE MOLDEAR POR INYECCION,3.0,A,'8477,'847710,A
84772000,EXTRUSORAS,3.0,A,'8477,'847720,A
84773000,MAQUINAS DE MOLDEAR POR SOPLADO,3.0,A,'8477,'847730,A
84774000,MAQUINAS DE MOLDEAR EN VACIO Y DEMAS MAQUINAS PARA TERMOFORMADO.,3.0,A,'8477,'847740,A
84775100,DE MOLDEAR O RECAUCHUTAR NEUMATICOS (LLANTAS NEUMA TICAS) O MOLDEAR O FORMAR CAMARAS PARA NEUMATICOS,3.0,A,'8477,'847751,A
84775910,PRENSAS,3.0,A,'8477,'847759,A
84775990,LOS DEMAS,3.0,A,'8477,'847759,A
84778000,LAS DEMAS MAQUINAS Y APARATOS,3.0,A,'8477,'847780,A
84779000,PARTES,3.0,A,'8477,'847790,A
84781010,PARA LA APLICACION DE FILTROS EN CIGARRILLOS,3.0,A,'8478,'847810,A
